store_id,model_id,allocated_units,week_start_date,strategy,flow_stockout,flow_weeks_of_cover,flow_dead_stock,flow_realized_cogs,flow_inventory_value,flow_markdown_loss,actual_next_week_units,actual_horizon_units,stockout,weeks_of_cover,dead_stock,markdown_loss,realized_cogs,inventory_value,predicted_gross_profit,realized_gross_profit
BLR-01,F04,1,2025-09-01,real_engine,1,0.3333333333333333,0,53816,1447127,0.0,3,6,1,0.3333333333333333,0,0.0,53816,1447127,12183.4154,12183.4154
HUB-02,M04,1,2025-09-01,real_engine,0,10.0,0,21389,1468516,0.0,0,4,0,10.0,0,0.0,21389,1468516,3609.8556,0.0
MAN-01,F06,1,2025-09-01,real_engine,0,10.0,0,53059,1521575,0.0,0,5,0,10.0,0,0.0,53059,1521575,11940.3163,0.0
SHI-01,M04,1,2025-09-01,real_engine,1,0.3333333333333333,0,21389,1542964,0.0,3,6,1,0.3333333333333333,0,0.0,21389,1542964,3609.8556,3609.8556
BLR-06,M03,1,2025-09-01,real_engine,0,1.0,0,24373,1567337,0.0,1,7,0,1.0,0,0.0,24373,1567337,3625.8705,3625.8705
BLR-03,F02,1,2025-09-01,real_engine,0,1.0,0,66229,1633566,0.0,1,6,0,1.0,0,0.0,66229,1633566,13670.89,13670.89
BLR-06,M02,1,2025-09-01,real_engine,1,0.5,0,16548,1650114,0.0,2,4,1,0.5,0,0.0,16548,1650114,2450.871,2450.871
TUM-01,M04,1,2025-09-01,real_engine,1,0.5,0,21389,1671503,0.0,2,10,1,0.5,0,0.0,21389,1671503,3609.8556,3609.8556
BLR-04,F02,1,2025-09-01,real_engine,0,10.0,0,66229,1737732,0.0,0,2,0,10.0,0,0.0,66229,1737732,13670.89,0.0
MYS-01,M03,1,2025-09-01,real_engine,0,1.0,0,24373,1762105,0.0,1,8,0,1.0,0,0.0,24373,1762105,3625.8705,3625.8705
MYS-01,M02,1,2025-09-01,real_engine,0,1.0,0,16548,1778653,0.0,1,3,0,1.0,0,0.0,16548,1778653,2450.871,2450.871
BLR-08,F06,1,2025-09-01,real_engine,0,10.0,0,53059,1831712,0.0,0,5,0,10.0,0,0.0,53059,1831712,11940.3163,0.0
BEL-02,M04,1,2025-09-01,real_engine,0,10.0,0,21389,1853101,0.0,0,4,0,10.0,0,0.0,21389,1853101,3609.8556,0.0
MYS-02,M04,1,2025-09-01,real_engine,0,1.0,0,21389,1874490,0.0,1,7,0,1.0,0,0.0,21389,1874490,3609.8556,3609.8556
DAV-01,M03,1,2025-09-01,real_engine,0,1.0,0,24373,1898863,0.0,1,9,0,1.0,0,0.0,24373,1898863,3625.8705,3625.8705
DAV-01,M02,1,2025-09-01,real_engine,0,10.0,0,16548,1915411,0.0,0,3,0,10.0,0,0.0,16548,1915411,2450.871,0.0
KAL-01,M04,1,2025-09-01,real_engine,0,10.0,0,21389,1936800,0.0,0,5,0,10.0,0,0.0,21389,1936800,3609.8556,0.0
BLR-01,F02,1,2025-09-01,real_engine,1,0.5,0,66229,2003029,0.0,2,5,1,0.5,0,0.0,66229,2003029,13670.89,13670.89
BLR-03,M06,3,2025-09-01,real_engine,1,0.6,0,60387,2063416,0.0,5,16,1,0.6,0,0.0,60387,2063416,8610.8256,8610.8256
BLR-07,M03,1,2025-09-01,real_engine,1,0.25,0,24373,2087789,0.0,4,8,1,0.25,0,0.0,24373,2087789,3625.8705,3625.8705
BLR-08,M06,2,2025-09-01,real_engine,1,0.5,0,40258,2128047,0.0,4,22,1,0.5,0,0.0,40258,2128047,5740.5504,5740.5504
BLR-07,M02,1,2025-09-01,real_engine,0,1.0,0,16548,2144595,0.0,1,7,0,1.0,0,0.0,16548,2144595,2450.871,2450.871
UDU-01,M03,1,2025-09-01,real_engine,0,10.0,0,24373,2168968,0.0,0,4,0,10.0,0,0.0,24373,2168968,3625.8705,0.0
BLR-04,M06,3,2025-09-01,real_engine,0,1.0,0,60387,2229355,0.0,3,9,0,1.0,0,0.0,60387,2229355,8610.8256,8610.8256
DAV-02,M04,1,2025-09-01,real_engine,0,10.0,0,21389,2250744,0.0,0,5,0,10.0,0,0.0,21389,2250744,3609.8556,0.0
UDU-01,M02,1,2025-09-01,real_engine,1,0.25,0,16548,2267292,0.0,4,8,1,0.25,0,0.0,16548,2267292,2450.871,2450.871
MAN-02,M03,1,2025-09-01,real_engine,0,1.0,0,24373,2291665,0.0,1,7,0,1.0,0,0.0,24373,2291665,3625.8705,3625.8705
MAN-01,F07,1,2025-09-01,real_engine,1,0.5,0,99781,2391446,0.0,2,3,1,0.5,0,0.0,99781,2391446,20119.22,20119.22
MAN-02,M02,1,2025-09-01,real_engine,0,10.0,0,16548,2407994,0.0,0,6,0,10.0,0,0.0,16548,2407994,2450.871,0.0
KOL-01,M06,1,2025-09-01,real_engine,1,0.3333333333333333,0,20129,2428123,0.0,3,9,1,0.3333333333333333,0,0.0,20129,2428123,2870.2752,2870.2752
HUB-02,M03,1,2025-09-01,real_engine,0,1.0,0,24373,2452496,0.0,1,8,0,1.0,0,0.0,24373,2452496,3625.8705,3625.8705
HUB-02,M02,1,2025-09-01,real_engine,0,1.0,0,16548,2469044,0.0,1,4,0,1.0,0,0.0,16548,2469044,2450.871,2450.871
SHI-01,M03,1,2025-09-01,real_engine,0,1.0,0,24373,2493417,0.0,1,5,0,1.0,0,0.0,24373,2493417,3625.8705,3625.8705
SHI-01,M02,1,2025-09-01,real_engine,1,0.3333333333333333,0,16548,2509965,0.0,3,7,1,0.3333333333333333,0,0.0,16548,2509965,2450.871,2450.871
HOS-01,M04,1,2025-09-01,real_engine,0,10.0,0,21389,2531354,0.0,0,3,0,10.0,0,0.0,21389,2531354,3609.8556,0.0
TUM-01,M03,1,2025-09-01,real_engine,0,10.0,0,24373,2555727,0.0,0,1,0,10.0,0,0.0,24373,2555727,3625.8705,0.0
BLR-01,M06,3,2025-09-01,real_engine,0,3.0,0,60387,2616114,0.0,1,17,0,3.0,0,0.0,60387,2616114,8610.8256,2870.2752
TUM-01,M02,1,2025-09-01,real_engine,1,0.5,0,16548,2632662,0.0,2,4,1,0.5,0,0.0,16548,2632662,2450.871,2450.871
BLR-08,F07,1,2025-09-01,real_engine,0,1.0,0,99781,2732443,0.0,1,1,0,1.0,0,0.0,99781,2732443,20119.22,20119.22
BLR-02,M04,3,2025-09-01,real_engine,0,3.0,0,64167,2796610,0.0,1,7,0,3.0,0,0.0,64167,2796610,10829.5668,3609.8556
MAN-01,F03,1,2025-09-01,real_engine,0,10.0,0,55530,2852140,0.0,0,2,0,10.0,0,0.0,55530,2852140,14468.7933,0.0
BEL-02,M03,1,2025-09-01,real_engine,0,10.0,0,24373,2876513,0.0,0,3,0,10.0,0,0.0,24373,2876513,3625.8705,0.0
TUM-02,M04,1,2025-09-01,real_engine,0,1.0,0,21389,2897902,0.0,1,7,0,1.0,0,0.0,21389,2897902,3609.8556,3609.8556
BEL-02,M02,1,2025-09-01,real_engine,0,1.0,0,16548,2914450,0.0,1,2,0,1.0,0,0.0,16548,2914450,2450.871,2450.871
BLR-03,M07,3,2025-09-01,real_engine,0,1.0,0,71724,2986174,0.0,3,13,0,1.0,0,0.0,71724,2986174,9274.156500000001,9274.156500000001
BLR-08,M07,2,2025-09-01,real_engine,1,0.5,0,47816,3033990,0.0,4,18,1,0.5,0,0.0,47816,3033990,6182.771000000001,6182.771000000001
MAN-01,M04,2,2025-09-01,real_engine,1,0.3333333333333333,0,42778,3076768,0.0,6,17,1,0.3333333333333333,0,0.0,42778,3076768,7219.7112,7219.7112
MYS-02,M03,1,2025-09-01,real_engine,0,10.0,0,24373,3101141,0.0,0,7,0,10.0,0,0.0,24373,3101141,3625.8705,0.0
BLR-06,M01,1,2025-09-01,real_engine,0,10.0,0,20460,3121601,0.0,0,1,0,10.0,0,0.0,20460,3121601,2539.0896,0.0
BLR-08,F03,1,2025-09-01,real_engine,0,10.0,0,55530,3177131,0.0,0,5,0,10.0,0,0.0,55530,3177131,14468.7933,0.0
MYS-02,M02,1,2025-09-01,real_engine,0,10.0,0,16548,3193679,0.0,0,4,0,10.0,0,0.0,16548,3193679,2450.871,0.0
BLR-04,M07,3,2025-09-01,real_engine,0,3.0,0,71724,3265403,0.0,1,7,0,3.0,0,0.0,71724,3265403,9274.156500000001,3091.3855000000003
KAL-01,M03,1,2025-09-01,real_engine,0,10.0,0,24373,3289776,0.0,0,5,0,10.0,0,0.0,24373,3289776,3625.8705,0.0
KAL-01,M02,1,2025-09-01,real_engine,0,1.0,0,16548,3306324,0.0,1,5,0,1.0,0,0.0,16548,3306324,2450.871,2450.871
MYS-01,M01,1,2025-09-01,real_engine,0,1.0,0,20460,3326784,0.0,1,2,0,1.0,0,0.0,20460,3326784,2539.0896,2539.0896
KOL-01,M07,1,2025-09-01,real_engine,0,1.0,0,23908,3350692,0.0,1,7,0,1.0,0,0.0,23908,3350692,3091.3855000000003,3091.3855000000003
BLR-03,M04,3,2025-09-01,real_engine,0,30.0,0,64167,3414859,0.0,0,11,0,30.0,0,0.0,64167,3414859,10829.5668,0.0
BLR-08,M04,2,2025-09-01,real_engine,0,2.0,0,42778,3457637,0.0,1,16,0,2.0,0,0.0,42778,3457637,7219.7112,3609.8556
DAV-02,M03,1,2025-09-01,real_engine,1,0.5,0,24373,3482010,0.0,2,9,1,0.5,0,0.0,24373,3482010,3625.8705,3625.8705
BLR-04,M04,3,2025-09-01,real_engine,0,3.0,0,64167,3546177,0.0,1,10,0,3.0,0,0.0,64167,3546177,10829.5668,3609.8556
DAV-02,M02,1,2025-09-01,real_engine,0,10.0,0,16548,3562725,0.0,0,7,0,10.0,0,0.0,16548,3562725,2450.871,0.0
BLR-01,M07,3,2025-09-01,real_engine,0,3.0,0,71724,3634449,0.0,1,8,0,3.0,0,0.0,71724,3634449,9274.156500000001,3091.3855000000003
BLR-06,M05,1,2025-09-01,real_engine,0,1.0,0,26834,3661283,0.0,1,5,0,1.0,0,0.0,26834,3661283,3164.8945,3164.8945
DAV-01,M01,1,2025-09-01,real_engine,0,10.0,0,20460,3681743,0.0,0,2,0,10.0,0,0.0,20460,3681743,2539.0896,0.0
KOL-01,M04,1,2025-09-01,real_engine,0,10.0,0,21389,3703132,0.0,0,6,0,10.0,0,0.0,21389,3703132,3609.8556,0.0
BLR-02,F06,2,2025-09-01,real_engine,0,2.0,0,106118,3809250,0.0,1,14,0,2.0,0,0.0,106118,3809250,23880.6326,11940.3163
MYS-01,M05,1,2025-09-01,real_engine,0,1.0,0,26834,3836084,0.0,1,7,0,1.0,0,0.0,26834,3836084,3164.8945,3164.8945
HOS-01,M03,1,2025-09-01,real_engine,0,10.0,0,24373,3860457,0.0,0,3,0,10.0,0,0.0,24373,3860457,3625.8705,0.0
MAN-01,F05,1,2025-09-01,real_engine,0,10.0,0,89165,3949622,0.0,0,4,0,10.0,0,0.0,89165,3949622,20833.8106,0.0
BLR-07,M01,1,2025-09-01,real_engine,0,10.0,0,20460,3970082,0.0,0,2,0,10.0,0,0.0,20460,3970082,2539.0896,0.0
HOS-01,M02,1,2025-09-01,real_engine,0,10.0,0,16548,3986630,0.0,0,1,0,10.0,0,0.0,16548,3986630,2450.871,0.0
UDU-01,M01,1,2025-09-01,real_engine,0,1.0,0,20460,4007090,0.0,1,7,0,1.0,0,0.0,20460,4007090,2539.0896,2539.0896
BLR-01,M04,3,2025-09-01,real_engine,0,3.0,0,64167,4071257,0.0,1,4,0,3.0,0,0.0,64167,4071257,10829.5668,3609.8556
BLR-02,M03,3,2025-09-01,real_engine,0,1.5,0,73119,4144376,0.0,2,7,0,1.5,0,0.0,73119,4144376,10877.6115,7251.741
BLR-02,M02,3,2025-09-01,real_engine,0,3.0,0,49644,4194020,0.0,1,8,0,3.0,0,0.0,49644,4194020,7352.613,2450.871
MAN-02,M01,1,2025-09-01,real_engine,0,1.0,0,20460,4214480,0.0,1,5,0,1.0,0,0.0,20460,4214480,2539.0896,2539.0896
TUM-02,M03,1,2025-09-01,real_engine,0,1.0,0,24373,4238853,0.0,1,4,0,1.0,0,0.0,24373,4238853,3625.8705,3625.8705
DAV-01,M05,1,2025-09-01,real_engine,0,1.0,0,26834,4265687,0.0,1,9,0,1.0,0,0.0,26834,4265687,3164.8945,3164.8945
TUM-02,M02,1,2025-09-01,real_engine,0,10.0,0,16548,4282235,0.0,0,3,0,10.0,0,0.0,16548,4282235,2450.871,0.0
MAN-01,F04,1,2025-09-01,real_engine,0,1.0,0,53816,4336051,0.0,1,4,0,1.0,0,0.0,53816,4336051,12183.4154,12183.4154
HUB-02,M01,1,2025-09-01,real_engine,1,0.5,0,20460,4356511,0.0,2,4,1,0.5,0,0.0,20460,4356511,2539.0896,2539.0896
BLR-08,F05,1,2025-09-01,real_engine,1,0.5,0,89165,4445676,0.0,2,5,1,0.5,0,0.0,89165,4445676,20833.8106,20833.8106
BLR-02,M06,4,2025-09-01,real_engine,0,1.3333333333333333,0,80516,4526192,0.0,3,21,0,1.3333333333333333,0,0.0,80516,4526192,11481.1008,8610.8256
SHI-01,M01,1,2025-09-01,real_engine,0,10.0,0,20460,4546652,0.0,0,2,0,10.0,0,0.0,20460,4546652,2539.0896,0.0
MAN-01,M03,2,2025-09-01,real_engine,0,2.0,0,48746,4595398,0.0,1,7,0,2.0,0,0.0,48746,4595398,7251.741,3625.8705
MAN-01,M02,2,2025-09-01,real_engine,0,1.0,0,33096,4628494,0.0,2,8,0,1.0,0,0.0,33096,4628494,4901.742,4901.742
BLR-07,M05,1,2025-09-01,real_engine,0,1.0,0,26834,4655328,0.0,1,8,0,1.0,0,0.0,26834,4655328,3164.8945,3164.8945
TUM-01,M01,1,2025-09-01,real_engine,0,10.0,0,20460,4675788,0.0,0,1,0,10.0,0,0.0,20460,4675788,2539.0896,0.0
UDU-01,M05,1,2025-09-01,real_engine,1,0.5,0,26834,4702622,0.0,2,5,1,0.5,0,0.0,26834,4702622,3164.8945,3164.8945
BLR-08,F04,1,2025-09-01,real_engine,0,10.0,0,53816,4756438,0.0,0,2,0,10.0,0,0.0,53816,4756438,12183.4154,0.0
BLR-05,F06,1,2025-09-01,real_engine,0,1.0,0,53059,4809497,0.0,1,2,0,1.0,0,0.0,53059,4809497,11940.3163,11940.3163
MAN-02,M05,1,2025-09-01,real_engine,0,10.0,0,26834,4836331,0.0,0,9,0,10.0,0,0.0,26834,4836331,3164.8945,0.0
BLR-03,M03,3,2025-09-01,real_engine,0,1.5,0,73119,4909450,0.0,2,10,0,1.5,0,0.0,73119,4909450,10877.6115,7251.741
BLR-03,M02,3,2025-09-01,real_engine,0,30.0,0,49644,4959094,0.0,0,6,0,30.0,0,0.0,49644,4959094,7352.613,0.0
BEL-02,M01,1,2025-09-01,real_engine,0,10.0,0,20460,4979554,0.0,0,5,0,10.0,0,0.0,20460,4979554,2539.0896,0.0
BLR-08,M03,2,2025-09-01,real_engine,1,0.4,0,48746,5028300,0.0,5,12,1,0.4,0,0.0,48746,5028300,7251.741,7251.741
HUB-02,M05,1,2025-09-01,real_engine,0,10.0,0,26834,5055134,0.0,0,6,0,10.0,0,0.0,26834,5055134,3164.8945,0.0
BLR-08,M02,2,2025-09-01,real_engine,0,2.0,0,33096,5088230,0.0,1,6,0,2.0,0,0.0,33096,5088230,4901.742,2450.871
BLR-04,M03,3,2025-09-01,real_engine,0,3.0,0,73119,5161349,0.0,1,7,0,3.0,0,0.0,73119,5161349,10877.6115,3625.8705
BLR-04,M02,3,2025-09-01,real_engine,0,3.0,0,49644,5210993,0.0,1,6,0,3.0,0,0.0,49644,5210993,7352.613,2450.871
SHI-01,M05,1,2025-09-01,real_engine,1,0.3333333333333333,0,26834,5237827,0.0,3,10,1,0.3333333333333333,0,0.0,26834,5237827,3164.8945,3164.8945
HUB-01,F06,1,2025-09-01,real_engine,0,10.0,0,53059,5290886,0.0,0,2,0,10.0,0,0.0,53059,5290886,11940.3163,0.0
BLR-02,F07,2,2025-09-01,real_engine,0,20.0,0,199562,5490448,0.0,0,3,0,20.0,0,0.0,199562,5490448,40238.44,0.0
MYS-02,M01,1,2025-09-01,real_engine,0,1.0,0,20460,5510908,0.0,1,2,0,1.0,0,0.0,20460,5510908,2539.0896,2539.0896
TUM-01,M05,1,2025-09-01,real_engine,0,1.0,0,26834,5537742,0.0,1,3,0,1.0,0,0.0,26834,5537742,3164.8945,3164.8945
KOL-01,M03,1,2025-09-01,real_engine,0,10.0,0,24373,5562115,0.0,0,3,0,10.0,0,0.0,24373,5562115,3625.8705,0.0
KOL-01,M02,1,2025-09-01,real_engine,0,10.0,0,16548,5578663,0.0,0,2,0,10.0,0,0.0,16548,5578663,2450.871,0.0
KAL-01,M01,1,2025-09-01,real_engine,1,0.5,0,20460,5599123,0.0,2,3,1,0.5,0,0.0,20460,5599123,2539.0896,2539.0896
BEL-01,F06,1,2025-09-01,real_engine,0,1.0,0,53059,5652182,0.0,1,3,0,1.0,0,0.0,53059,5652182,11940.3163,11940.3163
BLR-05,M06,2,2025-09-01,real_engine,1,0.6666666666666666,0,40258,5692440,0.0,3,18,1,0.6666666666666666,0,0.0,40258,5692440,5740.5504,5740.5504
MAN-01,F02,1,2025-09-01,real_engine,0,10.0,0,66229,5758669,0.0,0,1,0,10.0,0,0.0,66229,5758669,13670.89,0.0
BLR-06,F06,1,2025-09-01,real_engine,0,1.0,0,53059,5811728,0.0,1,2,0,1.0,0,0.0,53059,5811728,11940.3163,11940.3163
BEL-02,M05,1,2025-09-01,real_engine,0,1.0,0,26834,5838562,0.0,1,4,0,1.0,0,0.0,26834,5838562,3164.8945,3164.8945
BLR-01,M03,3,2025-09-01,real_engine,0,1.5,0,73119,5911681,0.0,2,6,0,1.5,0,0.0,73119,5911681,10877.6115,7251.741
BLR-02,M07,4,2025-09-01,real_engine,0,4.0,0,95632,6007313,0.0,1,18,0,4.0,0,0.0,95632,6007313,12365.542000000001,3091.3855000000003
DAV-02,M01,1,2025-09-01,real_engine,0,10.0,0,20460,6027773,0.0,0,3,0,10.0,0,0.0,20460,6027773,2539.0896,0.0
BLR-01,M02,3,2025-09-01,real_engine,0,3.0,0,49644,6077417,0.0,1,6,0,3.0,0,0.0,49644,6077417,7352.613,2450.871
BLR-02,F01,1,2025-09-01,real_engine,1,0.5,0,61349,6138766,0.0,2,3,1,0.5,0,0.0,61349,6138766,13649.818,13649.818
MYS-01,F06,1,2025-09-01,real_engine,0,10.0,0,53059,6191825,0.0,0,2,0,10.0,0,0.0,53059,6191825,11940.3163,0.0
HUB-01,M06,2,2025-09-01,real_engine,1,0.6666666666666666,0,40258,6232083,0.0,3,16,1,0.6666666666666666,0,0.0,40258,6232083,5740.5504,5740.5504
MYS-02,M05,1,2025-09-01,real_engine,0,1.0,0,26834,6258917,0.0,1,7,0,1.0,0,0.0,26834,6258917,3164.8945,3164.8945
BLR-08,F02,1,2025-09-01,real_engine,0,10.0,0,66229,6325146,0.0,0,2,0,10.0,0,0.0,66229,6325146,13670.89,0.0
KAL-01,M05,1,2025-09-01,real_engine,1,0.3333333333333333,0,26834,6351980,0.0,3,7,1,0.3333333333333333,0,0.0,26834,6351980,3164.8945,3164.8945
BEL-01,M06,2,2025-09-01,real_engine,1,0.6666666666666666,0,40258,6392238,0.0,3,17,1,0.6666666666666666,0,0.0,40258,6392238,5740.5504,5740.5504
BLR-05,F07,1,2025-09-01,real_engine,0,10.0,0,99781,6492019,0.0,0,2,0,10.0,0,0.0,99781,6492019,20119.22,0.0
BLR-06,M06,2,2025-09-01,real_engine,1,0.4,0,40258,6532277,0.0,5,16,1,0.4,0,0.0,40258,6532277,5740.5504,5740.5504
DAV-01,F06,1,2025-09-01,real_engine,0,10.0,0,53059,6585336,0.0,0,3,0,10.0,0,0.0,53059,6585336,11940.3163,0.0
HOS-01,M01,1,2025-09-01,real_engine,1,0.5,0,20460,6605796,0.0,2,4,1,0.5,0,0.0,20460,6605796,2539.0896,2539.0896
MAN-01,M06,3,2025-09-01,real_engine,0,3.0,0,60387,6666183,0.0,1,19,0,3.0,0,0.0,60387,6666183,8610.8256,2870.2752
DAV-02,M05,1,2025-09-01,real_engine,1,0.5,0,26834,6693017,0.0,2,9,1,0.5,0,0.0,26834,6693017,3164.8945,3164.8945
BLR-02,M01,3,2025-09-01,real_engine,0,30.0,0,61380,6754397,0.0,0,5,0,30.0,0,0.0,61380,6754397,7617.2688,0.0
MYS-01,M06,2,2025-09-01,real_engine,1,0.5,0,40258,6794655,0.0,4,14,1,0.5,0,0.0,40258,6794655,5740.5504,5740.5504
BLR-07,F06,1,2025-09-01,real_engine,1,0.5,0,53059,6847714,0.0,2,2,1,0.5,0,0.0,53059,6847714,11940.3163,11940.3163
BLR-03,F01,1,2025-09-01,real_engine,0,1.0,0,61349,6909063,0.0,1,7,0,1.0,0,0.0,61349,6909063,13649.818,13649.818
HUB-01,F07,1,2025-09-01,real_engine,0,10.0,1,0,7008844,24945.25,0,0,0,10.0,1,24945.25,0,7008844,20119.22,0.0
TUM-02,M01,1,2025-09-01,real_engine,0,10.0,0,20460,7029304,0.0,0,1,0,10.0,0,0.0,20460,7029304,2539.0896,0.0
UDU-01,F06,1,2025-09-01,real_engine,0,10.0,0,53059,7082363,0.0,0,2,0,10.0,0,0.0,53059,7082363,11940.3163,0.0
BLR-05,M07,2,2025-09-01,real_engine,0,20.0,0,47816,7130179,0.0,0,7,0,20.0,0,0.0,47816,7130179,6182.771000000001,0.0
BLR-04,F01,1,2025-09-01,real_engine,0,10.0,0,61349,7191528,0.0,0,4,0,10.0,0,0.0,61349,7191528,13649.818,0.0
BLR-05,F03,1,2025-09-01,real_engine,0,10.0,1,0,7247058,13882.5,0,0,0,10.0,1,13882.5,0,7247058,14468.7933,0.0
MAN-02,F06,1,2025-09-01,real_engine,0,10.0,0,53059,7300117,0.0,0,3,0,10.0,0,0.0,53059,7300117,11940.3163,0.0
BEL-01,F07,1,2025-09-01,real_engine,0,10.0,0,99781,7399898,0.0,0,4,0,10.0,0,0.0,99781,7399898,20119.22,0.0
MAN-01,M01,2,2025-09-01,real_engine,0,2.0,0,40920,7440818,0.0,1,8,0,2.0,0,0.0,40920,7440818,5078.1792,2539.0896
DAV-01,M06,2,2025-09-01,real_engine,0,20.0,0,40258,7481076,0.0,0,12,0,20.0,0,0.0,40258,7481076,5740.5504,0.0
HOS-01,M05,1,2025-09-01,real_engine,1,0.3333333333333333,0,26834,7507910,0.0,3,7,1,0.3333333333333333,0,0.0,26834,7507910,3164.8945,3164.8945
HUB-02,F06,1,2025-09-01,real_engine,0,10.0,0,53059,7560969,0.0,0,1,0,10.0,0,0.0,53059,7560969,11940.3163,0.0
BLR-06,F07,1,2025-09-01,real_engine,0,10.0,0,99781,7660750,0.0,0,1,0,10.0,0,0.0,99781,7660750,20119.22,0.0
HUB-01,M07,2,2025-09-01,real_engine,1,0.5,0,47816,7708566,0.0,4,17,1,0.5,0,0.0,47816,7708566,6182.771000000001,6182.771000000001
SHI-01,F06,1,2025-09-01,real_engine,0,10.0,1,0,7761625,13264.75,0,0,0,10.0,1,13264.75,0,7761625,11940.3163,0.0
BLR-02,M05,3,2025-09-01,real_engine,0,3.0,0,80502,7842127,0.0,1,12,0,3.0,0,0.0,80502,7842127,9494.6835,3164.8945
BLR-07,M06,2,2025-09-01,real_engine,1,0.3333333333333333,0,40258,7882385,0.0,6,22,1,0.3333333333333333,0,0.0,40258,7882385,5740.5504,5740.5504
BLR-05,M04,2,2025-09-01,real_engine,1,0.6666666666666666,0,42778,7925163,0.0,3,7,1,0.6666666666666666,0,0.0,42778,7925163,7219.7112,7219.7112
HUB-01,F03,1,2025-09-01,real_engine,0,10.0,1,0,7980693,13882.5,0,0,0,10.0,1,13882.5,0,7980693,14468.7933,0.0
BLR-03,M01,3,2025-09-01,real_engine,0,1.5,0,61380,8042073,0.0,2,10,0,1.5,0,0.0,61380,8042073,7617.2688,5078.1792
