week_start_date,store_id,model_id,units_sold,unit_price,revenue
2026-03-09,BLR-01,B02,0,8999,0
2026-03-16,BLR-01,B02,0,8999,0
2026-03-23,BLR-01,B02,1,8999,8999
2026-03-30,BLR-01,B02,0,8999,0
2026-04-06,BLR-01,B02,0,8999,0
2026-04-13,BLR-01,B02,1,8999,8999
2026-04-20,BLR-01,B02,0,8999,0
2026-04-27,BLR-01,B02,0,8999,0
2026-05-04,BLR-01,B02,0,8999,0
2026-05-11,BLR-01,B02,0,8999,0
2026-05-18,BLR-01,B02,0,8999,0
2026-05-25,BLR-01,B02,0,8999,0
2026-06-01,BLR-01,B02,0,8999,0
2026-06-08,BLR-01,B02,0,8999,0
2026-06-15,BLR-01,B02,0,8999,0
2026-06-22,BLR-01,B02,0,8999,0
2026-06-29,BLR-01,B02,0,8999,0
2026-07-06,BLR-01,B02,0,8999,0
2026-07-13,BLR-01,B02,0,8999,0
2026-07-20,BLR-01,B02,1,8999,8999
2026-07-27,BLR-01,B02,0,8999,0
2026-08-03,BLR-01,B02,0,8999,0
2026-08-10,BLR-01,B02,0,8999,0
2026-08-17,BLR-01,B02,0,8999,0
2026-08-24,BLR-01,B02,0,8999,0
2025-09-01,BLR-01,B03,2,7999,15998
2025-09-08,BLR-01,B03,2,7999,15998
2025-09-15,BLR-01,B03,0,7999,0
2025-09-22,BLR-01,B03,1,7999,7999
2025-09-29,BLR-01,B03,2,7999,15998
2025-10-06,BLR-01,B03,0,7999,0
2025-10-13,BLR-01,B03,0,7999,0
2025-10-20,BLR-01,B03,1,7999,7999
2025-10-27,BLR-01,B03,0,7999,0
2025-11-03,BLR-01,B03,0,7999,0
2025-11-10,BLR-01,B03,1,7999,7999
2025-11-17,BLR-01,B03,0,7999,0
2025-11-24,BLR-01,B03,1,7999,7999
2025-12-01,BLR-01,B03,0,7999,0
2025-12-08,BLR-01,B03,0,7999,0
2025-12-15,BLR-01,B03,0,7999,0
2025-12-22,BLR-01,B03,0,7999,0
2025-12-29,BLR-01,B03,0,7999,0
2026-01-05,BLR-01,B03,0,7999,0
2026-01-12,BLR-01,B03,2,7999,15998
2026-01-19,BLR-01,B03,0,7999,0
2026-01-26,BLR-01,B03,0,7999,0
2026-02-02,BLR-01,B03,0,7999,0
2026-02-09,BLR-01,B03,0,7999,0
2026-02-16,BLR-01,B03,0,7999,0
2026-02-23,BLR-01,B03,0,7999,0
2026-03-02,BLR-01,B03,0,7999,0
2026-03-09,BLR-01,B03,0,7999,0
2026-03-16,BLR-01,B03,0,7999,0
2026-03-23,BLR-01,B03,0,7999,0
2026-03-30,BLR-01,B03,2,7999,15998
2026-04-06,BLR-01,B03,0,7999,0
2026-04-13,BLR-01,B03,0,7999,0
2026-04-20,BLR-01,B03,0,7999,0
2026-04-27,BLR-01,B03,0,7999,0
2026-05-04,BLR-01,B03,0,7999,0
2026-05-11,BLR-01,B03,1,7999,7999
2026-05-18,BLR-01,B03,0,7999,0
2026-05-25,BLR-01,B03,0,7999,0
2026-06-01,BLR-01,B03,0,7999,0
2026-06-08,BLR-01,B03,0,7999,0
2026-06-15,BLR-01,B03,0,7999,0
2026-06-22,BLR-01,B03,1,7999,7999
2026-06-29,BLR-01,B03,0,7999,0
2026-07-06,BLR-01,B03,0,7999,0
2026-07-13,BLR-01,B03,0,7999,0
2026-07-20,BLR-01,B03,0,7999,0
2026-07-27,BLR-01,B03,0,7999,0
2026-08-03,BLR-01,B03,0,7999,0
2026-08-10,BLR-01,B03,0,7999,0
2026-08-17,BLR-01,B03,0,7999,0
2026-08-24,BLR-01,B03,0,7999,0
2025-09-01,BLR-01,B04,2,9499,18998
2025-09-08,BLR-01,B04,1,9499,9499
2025-09-15,BLR-01,B04,0,9499,0
2025-09-22,BLR-01,B04,1,9499,9499
2025-09-29,BLR-01,B04,8,9499,75992
2025-10-06,BLR-01,B04,1,9499,9499
2025-10-13,BLR-01,B04,1,9499,9499
2025-10-20,BLR-01,B04,4,9499,37996
2025-10-27,BLR-01,B04,1,9499,9499
2025-11-03,BLR-01,B04,1,9499,9499
2025-11-10,BLR-01,B04,0,9499,0
2025-11-17,BLR-01,B04,0,9499,0
2025-11-24,BLR-01,B04,0,9499,0
2025-12-01,BLR-01,B04,0,9499,0
2025-12-08,BLR-01,B04,0,9499,0
2025-12-15,BLR-01,B04,1,9499,9499
2025-12-22,BLR-01,B04,0,9499,0
2025-12-29,BLR-01,B04,1,9499,9499
2026-01-05,BLR-01,B04,0,9499,0
2026-01-12,BLR-01,B04,2,9499,18998
2026-01-19,BLR-01,B04,0,9499,0
2026-01-26,BLR-01,B04,0,9499,0
2026-02-02,BLR-01,B04,1,9499,9499
2026-02-09,BLR-01,B04,0,9499,0
2026-02-16,BLR-01,B04,0,9499,0
2026-02-23,BLR-01,B04,0,9499,0
2026-03-02,BLR-01,B04,0,9499,0
2026-03-09,BLR-01,B04,0,9499,0
2026-03-16,BLR-01,B04,1,9499,9499
2026-03-23,BLR-01,B04,0,9499,0
2026-03-30,BLR-01,B04,1,9499,9499
2026-04-06,BLR-01,B04,0,9499,0
2026-04-13,BLR-01,B04,0,9499,0
2026-04-20,BLR-01,B04,0,9499,0
2026-04-27,BLR-01,B04,0,9499,0
2026-05-04,BLR-01,B04,1,9499,9499
2026-05-11,BLR-01,B04,0,9499,0
2026-05-18,BLR-01,B04,0,9499,0
2026-05-25,BLR-01,B04,0,9499,0
2026-06-01,BLR-01,B04,0,9499,0
2026-06-08,BLR-01,B04,0,9499,0
2026-06-15,BLR-01,B04,0,9499,0
2026-06-22,BLR-01,B04,0,9499,0
2026-06-29,BLR-01,B04,0,9499,0
2026-07-06,BLR-01,B04,0,9499,0
2026-07-13,BLR-01,B04,0,9499,0
2026-07-20,BLR-01,B04,0,9499,0
2026-07-27,BLR-01,B04,0,9499,0
2026-08-03,BLR-01,B04,0,9499,0
2026-08-10,BLR-01,B04,0,9499,0
2026-08-17,BLR-01,B04,0,9499,0
2026-08-24,BLR-01,B04,0,9499,0
2025-09-01,BLR-01,B05,3,10999,32997
2025-09-08,BLR-01,B05,2,10999,21998
2025-09-15,BLR-01,B05,1,10999,10999
2025-09-22,BLR-01,B05,1,10999,10999
2025-09-29,BLR-01,B05,4,10999,43996
2025-10-06,BLR-01,B05,1,10999,10999
2025-10-13,BLR-01,B05,3,10999,32997
2025-10-20,BLR-01,B05,3,10999,32997
2025-10-27,BLR-01,B05,1,10999,10999
2025-11-03,BLR-01,B05,3,10999,32997
2025-11-10,BLR-01,B05,0,10999,0
2025-11-17,BLR-01,B05,1,10999,10999
2025-11-24,BLR-01,B05,0,10999,0
2025-12-01,BLR-01,B05,0,10999,0
2025-12-08,BLR-01,B05,1,10999,10999
2025-12-15,BLR-01,B05,0,10999,0
2025-12-22,BLR-01,B05,1,10999,10999
2025-12-29,BLR-01,B05,0,10999,0
2026-01-05,BLR-01,B05,1,10999,10999
2026-01-12,BLR-01,B05,1,10999,10999
2026-01-19,BLR-01,B05,0,10999,0
2026-01-26,BLR-01,B05,1,10999,10999
2026-02-02,BLR-01,B05,1,10999,10999
2026-02-09,BLR-01,B05,0,10999,0
2026-02-16,BLR-01,B05,0,10999,0
2026-02-23,BLR-01,B05,0,10999,0
2026-03-02,BLR-01,B05,0,10999,0
2026-03-09,BLR-01,B05,0,10999,0
2026-03-16,BLR-01,B05,0,10999,0
2026-03-23,BLR-01,B05,0,10999,0
2026-03-30,BLR-01,B05,0,10999,0
2026-04-06,BLR-01,B05,0,10999,0
2026-04-13,BLR-01,B05,0,10999,0
2026-04-20,BLR-01,B05,0,10999,0
2026-04-27,BLR-01,B05,1,10999,10999
2026-05-04,BLR-01,B05,1,10999,10999
2026-05-11,BLR-01,B05,0,10999,0
2026-05-18,BLR-01,B05,0,10999,0
2026-05-25,BLR-01,B05,0,10999,0
2026-06-01,BLR-01,B05,1,10999,10999
2026-06-08,BLR-01,B05,0,10999,0
2026-06-15,BLR-01,B05,0,10999,0
2026-06-22,BLR-01,B05,0,10999,0
2026-06-29,BLR-01,B05,1,10999,10999
2026-07-06,BLR-01,B05,0,10999,0
2026-07-13,BLR-01,B05,0,10999,0
2026-07-20,BLR-01,B05,0,10999,0
2026-07-27,BLR-01,B05,0,10999,0
2026-08-03,BLR-01,B05,0,10999,0
2026-08-10,BLR-01,B05,0,10999,0
2026-08-17,BLR-01,B05,0,10999,0
2026-08-24,BLR-01,B05,0,10999,0
2025-09-01,BLR-01,B06,1,8499,8499
2025-09-08,BLR-01,B06,2,8499,16998
2025-09-15,BLR-01,B06,1,8499,8499
2025-09-22,BLR-01,B06,2,8499,16998
2025-09-29,BLR-01,B06,4,8499,33996
2025-10-06,BLR-01,B06,1,8499,8499
2025-10-13,BLR-01,B06,1,8499,8499
2025-10-20,BLR-01,B06,6,8499,50994
2025-10-27,BLR-01,B06,0,8499,0
2025-11-03,BLR-01,B06,1,8499,8499
2025-11-10,BLR-01,B06,0,8499,0
2025-11-17,BLR-01,B06,0,8499,0
2025-11-24,BLR-01,B06,1,8499,8499
2025-12-01,BLR-01,B06,2,8499,16998
2025-12-08,BLR-01,B06,1,8499,8499
2025-12-15,BLR-01,B06,1,8499,8499
2025-12-22,BLR-01,B06,0,8499,0
2025-12-29,BLR-01,B06,0,8499,0
2026-01-05,BLR-01,B06,0,8499,0
2026-01-12,BLR-01,B06,1,8499,8499
2026-01-19,BLR-01,B06,2,8499,16998
2026-01-26,BLR-01,B06,3,8499,25497
2026-02-02,BLR-01,B06,0,8499,0
2026-02-09,BLR-01,B06,0,8499,0
2026-02-16,BLR-01,B06,1,8499,8499
2026-02-23,BLR-01,B06,0,8499,0
2026-03-02,BLR-01,B06,0,8499,0
2026-03-09,BLR-01,B06,0,8499,0
2026-03-16,BLR-01,B06,0,8499,0
2026-03-23,BLR-01,B06,0,8499,0
2026-03-30,BLR-01,B06,0,8499,0
2026-04-06,BLR-01,B06,0,8499,0
2026-04-13,BLR-01,B06,0,8499,0
2026-04-20,BLR-01,B06,0,8499,0
2026-04-27,BLR-01,B06,0,8499,0
2026-05-04,BLR-01,B06,0,8499,0
2026-05-11,BLR-01,B06,0,8499,0
2026-05-18,BLR-01,B06,0,8499,0
2026-05-25,BLR-01,B06,0,8499,0
2026-06-01,BLR-01,B06,0,8499,0
2026-06-08,BLR-01,B06,0,8499,0
2026-06-15,BLR-01,B06,0,8499,0
2026-06-22,BLR-01,B06,0,8499,0
2026-06-29,BLR-01,B06,0,8499,0
2026-07-06,BLR-01,B06,0,8499,0
2026-07-13,BLR-01,B06,0,8499,0
2026-07-20,BLR-01,B06,1,8499,8499
2026-07-27,BLR-01,B06,0,8499,0
2026-08-03,BLR-01,B06,0,8499,0
2026-08-10,BLR-01,B06,0,8499,0
2026-08-17,BLR-01,B06,0,8499,0
2026-08-24,BLR-01,B06,0,8499,0
2025-09-01,BLR-01,B07,3,11999,35997
2025-09-08,BLR-01,B07,3,11999,35997
2025-09-15,BLR-01,B07,2,11999,23998
2025-09-22,BLR-01,B07,2,11999,23998
2025-09-29,BLR-01,B07,2,11999,23998
2025-10-06,BLR-01,B07,2,11999,23998
2025-10-13,BLR-01,B07,1,11999,11999
2025-10-20,BLR-01,B07,4,11999,47996
2025-10-27,BLR-01,B07,2,11999,23998
2025-11-03,BLR-01,B07,3,11999,35997
2025-11-10,BLR-01,B07,1,11999,11999
2025-11-17,BLR-01,B07,1,11999,11999
2025-11-24,BLR-01,B07,0,11999,0
2025-12-01,BLR-01,B07,0,11999,0
2025-12-08,BLR-01,B07,1,11999,11999
2025-12-15,BLR-01,B07,2,11999,23998
2025-12-22,BLR-01,B07,0,11999,0
2025-12-29,BLR-01,B07,0,11999,0
2026-01-05,BLR-01,B07,1,11999,11999
2026-01-12,BLR-01,B07,1,11999,11999
2026-01-19,BLR-01,B07,0,11999,0
2026-01-26,BLR-01,B07,0,11999,0
2026-02-02,BLR-01,B07,2,11999,23998
2026-02-09,BLR-01,B07,1,11999,11999
2026-02-16,BLR-01,B07,0,11999,0
2026-02-23,BLR-01,B07,2,11999,23998
2026-03-02,BLR-01,B07,2,11999,23998
2026-03-09,BLR-01,B07,0,11999,0
2026-03-16,BLR-01,B07,0,11999,0
2026-03-23,BLR-01,B07,0,11999,0
2026-03-30,BLR-01,B07,1,11999,11999
2026-04-06,BLR-01,B07,0,11999,0
2026-04-13,BLR-01,B07,0,11999,0
2026-04-20,BLR-01,B07,1,11999,11999
2026-04-27,BLR-01,B07,0,11999,0
2026-05-04,BLR-01,B07,0,11999,0
2026-05-11,BLR-01,B07,0,11999,0
2026-05-18,BLR-01,B07,1,11999,11999
2026-05-25,BLR-01,B07,0,11999,0
2026-06-01,BLR-01,B07,0,11999,0
2026-06-08,BLR-01,B07,0,11999,0
2026-06-15,BLR-01,B07,0,11999,0
2026-06-22,BLR-01,B07,0,11999,0
2026-06-29,BLR-01,B07,1,11999,11999
2026-07-06,BLR-01,B07,0,11999,0
2026-07-13,BLR-01,B07,0,11999,0
2026-07-20,BLR-01,B07,1,11999,11999
2026-07-27,BLR-01,B07,2,11999,23998
2026-08-03,BLR-01,B07,0,11999,0
2026-08-10,BLR-01,B07,0,11999,0
2026-08-17,BLR-01,B07,0,11999,0
2026-08-24,BLR-01,B07,0,11999,0
2025-09-01,BLR-01,B08,1,10499,10499
2025-09-08,BLR-01,B08,2,10499,20998
2025-09-15,BLR-01,B08,4,10499,41996
2025-09-22,BLR-01,B08,0,10499,0
2025-09-29,BLR-01,B08,9,10499,94491
2025-10-06,BLR-01,B08,1,10499,10499
2025-10-13,BLR-01,B08,3,10499,31497
2025-10-20,BLR-01,B08,5,10499,52495
2025-10-27,BLR-01,B08,1,10499,10499
2025-11-03,BLR-01,B08,0,10499,0
2025-11-10,BLR-01,B08,0,10499,0
2025-11-17,BLR-01,B08,1,10499,10499
2025-11-24,BLR-01,B08,1,10499,10499
2025-12-01,BLR-01,B08,3,10499,31497
2025-12-08,BLR-01,B08,2,10499,20998
2025-12-15,BLR-01,B08,4,10499,41996
2025-12-22,BLR-01,B08,1,10499,10499
2025-12-29,BLR-01,B08,1,10499,10499
2026-01-05,BLR-01,B08,1,10499,10499
2026-01-12,BLR-01,B08,1,10499,10499
2026-01-19,BLR-01,B08,0,10499,0
2026-01-26,BLR-01,B08,0,10499,0
2026-02-02,BLR-01,B08,1,10499,10499
2026-02-09,BLR-01,B08,0,10499,0
2026-02-16,BLR-01,B08,2,10499,20998
2026-02-23,BLR-01,B08,3,10499,31497
2026-03-02,BLR-01,B08,0,10499,0
2026-03-09,BLR-01,B08,0,10499,0
2026-03-16,BLR-01,B08,0,10499,0
2026-03-23,BLR-01,B08,1,10499,10499
2026-03-30,BLR-01,B08,0,10499,0
2026-04-06,BLR-01,B08,0,10499,0
2026-04-13,BLR-01,B08,0,10499,0
2026-04-20,BLR-01,B08,0,10499,0
2026-04-27,BLR-01,B08,0,10499,0
2026-05-04,BLR-01,B08,0,10499,0
2026-05-11,BLR-01,B08,0,10499,0
2026-05-18,BLR-01,B08,1,10499,10499
2026-05-25,BLR-01,B08,0,10499,0
2026-06-01,BLR-01,B08,0,10499,0
2026-06-08,BLR-01,B08,0,10499,0
2026-06-15,BLR-01,B08,0,10499,0
2026-06-22,BLR-01,B08,0,10499,0
2026-06-29,BLR-01,B08,0,10499,0
2026-07-06,BLR-01,B08,0,10499,0
2026-07-13,BLR-01,B08,1,10499,10499
2026-07-20,BLR-01,B08,0,10499,0
2026-07-27,BLR-01,B08,1,10499,10499
2026-08-03,BLR-01,B08,1,10499,10499
2026-08-10,BLR-01,B08,0,10499,0
2026-08-17,BLR-01,B08,0,10499,0
2026-08-24,BLR-01,B08,0,10499,0
2025-09-01,BLR-01,B09,6,12999,77994
2025-09-08,BLR-01,B09,0,12999,0
2025-09-15,BLR-01,B09,1,12999,12999
2025-09-22,BLR-01,B09,1,12999,12999
2025-09-29,BLR-01,B09,2,12999,25998
2025-10-06,BLR-01,B09,2,12999,25998
2025-10-13,BLR-01,B09,0,12999,0
2025-10-20,BLR-01,B09,7,12999,90993
2025-10-27,BLR-01,B09,3,12999,38997
2025-11-03,BLR-01,B09,1,12999,12999
2025-11-10,BLR-01,B09,3,12999,38997
2025-11-17,BLR-01,B09,2,12999,25998
2025-11-24,BLR-01,B09,2,12999,25998
2025-12-01,BLR-01,B09,0,12999,0
2025-12-08,BLR-01,B09,3,12999,38997
2025-12-15,BLR-01,B09,3,12999,38997
2025-12-22,BLR-01,B09,0,12999,0
2025-12-29,BLR-01,B09,0,12999,0
2026-01-05,BLR-01,B09,1,12999,12999
2026-01-12,BLR-01,B09,0,12999,0
2026-01-19,BLR-01,B09,1,12999,12999
2026-01-26,BLR-01,B09,1,12999,12999
2026-02-02,BLR-01,B09,2,12999,25998
2026-02-09,BLR-01,B09,0,12999,0
2026-02-16,BLR-01,B09,1,12999,12999
2026-02-23,BLR-01,B09,1,12999,12999
2026-03-02,BLR-01,B09,0,12999,0
2026-03-09,BLR-01,B09,0,12999,0
2026-03-16,BLR-01,B09,0,12999,0
2026-03-23,BLR-01,B09,0,12999,0
2026-03-30,BLR-01,B09,1,12999,12999
2026-04-06,BLR-01,B09,0,12999,0
2026-04-13,BLR-01,B09,0,12999,0
2026-04-20,BLR-01,B09,3,12999,38997
2026-04-27,BLR-01,B09,0,12999,0
2026-05-04,BLR-01,B09,1,12999,12999
2026-05-11,BLR-01,B09,1,12999,12999
2026-05-18,BLR-01,B09,0,12999,0
2026-05-25,BLR-01,B09,0,12999,0
2026-06-01,BLR-01,B09,0,12999,0
2026-06-08,BLR-01,B09,1,12999,12999
2026-06-15,BLR-01,B09,0,12999,0
2026-06-22,BLR-01,B09,0,12999,0
2026-06-29,BLR-01,B09,0,12999,0
2026-07-06,BLR-01,B09,0,12999,0
2026-07-13,BLR-01,B09,1,12999,12999
2026-07-20,BLR-01,B09,1,12999,12999
2026-07-27,BLR-01,B09,1,12999,12999
2026-08-03,BLR-01,B09,0,12999,0
2026-08-10,BLR-01,B09,0,12999,0
2026-08-17,BLR-01,B09,0,12999,0
2026-08-24,BLR-01,B09,0,12999,0
2025-09-01,BLR-01,B10,0,7499,0
2025-09-08,BLR-01,B10,0,7499,0
2025-09-15,BLR-01,B10,0,7499,0
2025-09-22,BLR-01,B10,1,7499,7499
2025-09-29,BLR-01,B10,3,7499,22497
2025-10-06,BLR-01,B10,1,7499,7499
2025-10-13,BLR-01,B10,4,7499,29996
2025-10-20,BLR-01,B10,10,7499,74990
2025-10-27,BLR-01,B10,0,7499,0
2025-11-03,BLR-01,B10,1,7499,7499
2025-11-10,BLR-01,B10,3,7499,22497
2025-11-17,BLR-01,B10,3,7499,22497
2025-11-24,BLR-01,B10,3,7499,22497
2025-12-01,BLR-01,B10,1,7499,7499
2025-12-08,BLR-01,B10,2,7499,14998
2025-12-15,BLR-01,B10,2,7499,14998
2025-12-22,BLR-01,B10,3,7499,22497
2025-12-29,BLR-01,B10,3,7499,22497
2026-01-05,BLR-01,B10,2,7499,14998
2026-01-12,BLR-01,B10,2,7499,14998
2026-01-19,BLR-01,B10,1,7499,7499
2026-01-26,BLR-01,B10,1,7499,7499
2026-02-02,BLR-01,B10,0,7499,0
2026-02-09,BLR-01,B10,1,7499,7499
2026-02-16,BLR-01,B10,2,7499,14998
2026-02-23,BLR-01,B10,1,7499,7499
2026-03-02,BLR-01,B10,1,7499,7499
2026-03-09,BLR-01,B10,2,7499,14998
2026-03-16,BLR-01,B10,0,7499,0
2026-03-23,BLR-01,B10,2,7499,14998
2026-03-30,BLR-01,B10,1,7499,7499
2026-04-06,BLR-01,B10,0,7499,0
2026-04-13,BLR-01,B10,0,7499,0
2026-04-20,BLR-01,B10,0,7499,0
2026-04-27,BLR-01,B10,0,7499,0
2026-05-04,BLR-01,B10,0,7499,0
2026-05-11,BLR-01,B10,0,7499,0
2026-05-18,BLR-01,B10,0,7499,0
2026-05-25,BLR-01,B10,1,7499,7499
2026-06-01,BLR-01,B10,1,7499,7499
2026-06-08,BLR-01,B10,1,7499,7499
2026-06-15,BLR-01,B10,0,7499,0
2026-06-22,BLR-01,B10,0,7499,0
2026-06-29,BLR-01,B10,1,7499,7499
2026-07-06,BLR-01,B10,0,7499,0
2026-07-13,BLR-01,B10,0,7499,0
2026-07-20,BLR-01,B10,1,7499,7499
2026-07-27,BLR-01,B10,1,7499,7499
2026-08-03,BLR-01,B10,1,7499,7499
2026-08-10,BLR-01,B10,0,7499,0
2026-08-17,BLR-01,B10,1,7499,7499
2026-08-24,BLR-01,B10,0,7499,0
2025-09-01,BLR-01,B11,0,7999,0
2025-09-08,BLR-01,B11,0,7999,0
2025-09-15,BLR-01,B11,0,7999,0
2025-09-22,BLR-01,B11,0,7999,0
2025-09-29,BLR-01,B11,0,7999,0
2025-10-06,BLR-01,B11,2,7999,15998
2025-10-13,BLR-01,B11,1,7999,7999
2025-10-20,BLR-01,B11,6,7999,47994
2025-10-27,BLR-01,B11,0,7999,0
2025-11-03,BLR-01,B11,3,7999,23997
2025-11-10,BLR-01,B11,1,7999,7999
2025-11-17,BLR-01,B11,3,7999,23997
2025-11-24,BLR-01,B11,0,7999,0
2025-12-01,BLR-01,B11,1,7999,7999
2025-12-08,BLR-01,B11,2,7999,15998
2025-12-15,BLR-01,B11,4,7999,31996
2025-12-22,BLR-01,B11,5,7999,39995
2025-12-29,BLR-01,B11,3,7999,23997
2026-01-05,BLR-01,B11,2,7999,15998
2026-01-12,BLR-01,B11,2,7999,15998
2026-01-19,BLR-01,B11,3,7999,23997
2026-01-26,BLR-01,B11,1,7999,7999
2026-02-02,BLR-01,B11,0,7999,0
2026-02-09,BLR-01,B11,3,7999,23997
2026-02-16,BLR-01,B11,2,7999,15998
2026-02-23,BLR-01,B11,2,7999,15998
2026-03-02,BLR-01,B11,2,7999,15998
2026-03-09,BLR-01,B11,3,7999,23997
2026-03-16,BLR-01,B11,1,7999,7999
2026-03-23,BLR-01,B11,3,7999,23997
2026-03-30,BLR-01,B11,1,7999,7999
2026-04-06,BLR-01,B11,0,7999,0
2026-04-13,BLR-01,B11,3,7999,23997
2026-04-20,BLR-01,B11,1,7999,7999
2026-04-27,BLR-01,B11,0,7999,0
2026-05-04,BLR-01,B11,1,7999,7999
2026-05-11,BLR-01,B11,0,7999,0
2026-05-18,BLR-01,B11,2,7999,15998
2026-05-25,BLR-01,B11,0,7999,0
2026-06-01,BLR-01,B11,0,7999,0
2026-06-08,BLR-01,B11,0,7999,0
2026-06-15,BLR-01,B11,1,7999,7999
2026-06-22,BLR-01,B11,0,7999,0
2026-06-29,BLR-01,B11,0,7999,0
2026-07-06,BLR-01,B11,0,7999,0
2026-07-13,BLR-01,B11,1,7999,7999
2026-07-20,BLR-01,B11,2,7999,15998
2026-07-27,BLR-01,B11,2,7999,15998
2026-08-03,BLR-01,B11,0,7999,0
2026-08-10,BLR-01,B11,0,7999,0
2026-08-17,BLR-01,B11,0,7999,0
2026-08-24,BLR-01,B11,1,7999,7999
2025-09-01,BLR-01,B12,0,9999,0
2025-09-08,BLR-01,B12,0,9999,0
2025-09-15,BLR-01,B12,0,9999,0
2025-09-22,BLR-01,B12,0,9999,0
2025-09-29,BLR-01,B12,0,9999,0
2025-10-06,BLR-01,B12,0,9999,0
2025-10-13,BLR-01,B12,0,9999,0
2025-10-20,BLR-01,B12,0,9999,0
2025-10-27,BLR-01,B12,0,9999,0
2025-11-03,BLR-01,B12,1,9999,9999
2025-11-10,BLR-01,B12,0,9999,0
2025-11-17,BLR-01,B12,0,9999,0
2025-11-24,BLR-01,B12,2,9999,19998
2025-12-01,BLR-01,B12,0,9999,0
2025-12-08,BLR-01,B12,3,9999,29997
2025-12-15,BLR-01,B12,1,9999,9999
2025-12-22,BLR-01,B12,2,9999,19998
2025-12-29,BLR-01,B12,1,9999,9999
2026-01-05,BLR-01,B12,2,9999,19998
2026-01-12,BLR-01,B12,2,9999,19998
2026-01-19,BLR-01,B12,2,9999,19998
2026-01-26,BLR-01,B12,2,9999,19998
2026-02-02,BLR-01,B12,1,9999,9999
