store_id,model_id,allocated_units,week_start_date,strategy,flow_stockout,flow_weeks_of_cover,flow_dead_stock,flow_realized_cogs,flow_inventory_value,flow_markdown_loss
MYS-02,M03,1,2025-09-01,real_engine,0,10.0,0,24373,3101141,0.0
BLR-06,M01,1,2025-09-01,real_engine,0,10.0,0,20460,3121601,0.0
BLR-08,F03,1,2025-09-01,real_engine,0,10.0,0,55530,3177131,0.0
MYS-02,M02,1,2025-09-01,real_engine,0,10.0,0,16548,3193679,0.0
BLR-04,M07,3,2025-09-01,real_engine,0,3.0,0,71724,3265403,0.0
KAL-01,M03,1,2025-09-01,real_engine,0,10.0,0,24373,3289776,0.0
KAL-01,M02,1,2025-09-01,real_engine,0,1.0,0,16548,3306324,0.0
MYS-01,M01,1,2025-09-01,real_engine,0,1.0,0,20460,3326784,0.0
KOL-01,M07,1,2025-09-01,real_engine,0,1.0,0,23908,3350692,0.0
BLR-03,M04,3,2025-09-01,real_engine,0,30.0,0,64167,3414859,0.0
BLR-08,M04,2,2025-09-01,real_engine,0,2.0,0,42778,3457637,0.0
DAV-02,M03,1,2025-09-01,real_engine,1,0.5,0,24373,3482010,0.0
BLR-04,M04,3,2025-09-01,real_engine,0,3.0,0,64167,3546177,0.0
DAV-02,M02,1,2025-09-01,real_engine,0,10.0,0,16548,3562725,0.0
BLR-01,M07,3,2025-09-01,real_engine,0,3.0,0,71724,3634449,0.0
BLR-06,M05,1,2025-09-01,real_engine,0,1.0,0,26834,3661283,0.0
DAV-01,M01,1,2025-09-01,real_engine,0,10.0,0,20460,3681743,0.0
KOL-01,M04,1,2025-09-01,real_engine,0,10.0,0,21389,3703132,0.0
BLR-02,F06,2,2025-09-01,real_engine,0,2.0,0,106118,3809250,0.0
MYS-01,M05,1,2025-09-01,real_engine,0,1.0,0,26834,3836084,0.0
HOS-01,M03,1,2025-09-01,real_engine,0,10.0,0,24373,3860457,0.0
MAN-01,F05,1,2025-09-01,real_engine,0,10.0,0,89165,3949622,0.0
BLR-07,M01,1,2025-09-01,real_engine,0,10.0,0,20460,3970082,0.0
HOS-01,M02,1,2025-09-01,real_engine,0,10.0,0,16548,3986630,0.0
UDU-01,M01,1,2025-09-01,real_engine,0,1.0,0,20460,4007090,0.0
BLR-01,M04,3,2025-09-01,real_engine,0,3.0,0,64167,4071257,0.0
BLR-02,M03,3,2025-09-01,real_engine,0,1.5,0,73119,4144376,0.0
BLR-02,M02,3,2025-09-01,real_engine,0,3.0,0,49644,4194020,0.0
MAN-02,M01,1,2025-09-01,real_engine,0,1.0,0,20460,4214480,0.0
TUM-02,M03,1,2025-09-01,real_engine,0,1.0,0,24373,4238853,0.0
DAV-01,M05,1,2025-09-01,real_engine,0,1.0,0,26834,4265687,0.0
TUM-02,M02,1,2025-09-01,real_engine,0,10.0,0,16548,4282235,0.0
MAN-01,F04,1,2025-09-01,real_engine,0,1.0,0,53816,4336051,0.0
HUB-02,M01,1,2025-09-01,real_engine,1,0.5,0,20460,4356511,0.0
BLR-08,F05,1,2025-09-01,real_engine,1,0.5,0,89165,4445676,0.0
BLR-02,M06,4,2025-09-01,real_engine,0,1.3333333333333333,0,80516,4526192,0.0
SHI-01,M01,1,2025-09-01,real_engine,0,10.0,0,20460,4546652,0.0
MAN-01,M03,2,2025-09-01,real_engine,0,2.0,0,48746,4595398,0.0
MAN-01,M02,2,2025-09-01,real_engine,0,1.0,0,33096,4628494,0.0
BLR-07,M05,1,2025-09-01,real_engine,0,1.0,0,26834,4655328,0.0
TUM-01,M01,1,2025-09-01,real_engine,0,10.0,0,20460,4675788,0.0
UDU-01,M05,1,2025-09-01,real_engine,1,0.5,0,26834,4702622,0.0
BLR-08,F04,1,2025-09-01,real_engine,0,10.0,0,53816,4756438,0.0
BLR-05,F06,1,2025-09-01,real_engine,0,1.0,0,53059,4809497,0.0
MAN-02,M05,1,2025-09-01,real_engine,0,10.0,0,26834,4836331,0.0
BLR-03,M03,3,2025-09-01,real_engine,0,1.5,0,73119,4909450,0.0
BLR-03,M02,3,2025-09-01,real_engine,0,30.0,0,49644,4959094,0.0
BEL-02,M01,1,2025-09-01,real_engine,0,10.0,0,20460,4979554,0.0
BLR-08,M03,2,2025-09-01,real_engine,1,0.4,0,48746,5028300,0.0
HUB-02,M05,1,2025-09-01,real_engine,0,10.0,0,26834,5055134,0.0
BLR-08,M02,2,2025-09-01,real_engine,0,2.0,0,33096,5088230,0.0
BLR-04,M03,3,2025-09-01,real_engine,0,3.0,0,73119,5161349,0.0
BLR-04,M02,3,2025-09-01,real_engine,0,3.0,0,49644,5210993,0.0
SHI-01,M05,1,2025-09-01,real_engine,1,0.3333333333333333,0,26834,5237827,0.0
HUB-01,F06,1,2025-09-01,real_engine,0,10.0,0,53059,5290886,0.0
BLR-02,F07,2,2025-09-01,real_engine,0,20.0,0,199562,5490448,0.0
MYS-02,M01,1,2025-09-01,real_engine,0,1.0,0,20460,5510908,0.0
TUM-01,M05,1,2025-09-01,real_engine,0,1.0,0,26834,5537742,0.0
KOL-01,M03,1,2025-09-01,real_engine,0,10.0,0,24373,5562115,0.0
KOL-01,M02,1,2025-09-01,real_engine,0,10.0,0,16548,5578663,0.0
KAL-01,M01,1,2025-09-01,real_engine,1,0.5,0,20460,5599123,0.0
BEL-01,F06,1,2025-09-01,real_engine,0,1.0,0,53059,5652182,0.0
BLR-05,M06,2,2025-09-01,real_engine,1,0.6666666666666666,0,40258,5692440,0.0
MAN-01,F02,1,2025-09-01,real_engine,0,10.0,0,66229,5758669,0.0
BLR-06,F06,1,2025-09-01,real_engine,0,1.0,0,53059,5811728,0.0
BEL-02,M05,1,2025-09-01,real_engine,0,1.0,0,26834,5838562,0.0
BLR-01,M03,3,2025-09-01,real_engine,0,1.5,0,73119,5911681,0.0
BLR-02,M07,4,2025-09-01,real_engine,0,4.0,0,95632,6007313,0.0
DAV-02,M01,1,2025-09-01,real_engine,0,10.0,0,20460,6027773,0.0
BLR-01,M02,3,2025-09-01,real_engine,0,3.0,0,49644,6077417,0.0
BLR-02,F01,1,2025-09-01,real_engine,1,0.5,0,61349,6138766,0.0
MYS-01,F06,1,2025-09-01,real_engine,0,10.0,0,53059,6191825,0.0
HUB-01,M06,2,2025-09-01,real_engine,1,0.6666666666666666,0,40258,6232083,0.0
MYS-02,M05,1,2025-09-01,real_engine,0,1.0,0,26834,6258917,0.0
BLR-08,F02,1,2025-09-01,real_engine,0,10.0,0,66229,6325146,0.0
KAL-01,M05,1,2025-09-01,real_engine,1,0.3333333333333333,0,26834,6351980,0.0
BEL-01,M06,2,2025-09-01,real_engine,1,0.6666666666666666,0,40258,6392238,0.0
BLR-05,F07,1,2025-09-01,real_engine,0,10.0,0,99781,6492019,0.0
BLR-06,M06,2,2025-09-01,real_engine,1,0.4,0,40258,6532277,0.0
DAV-01,F06,1,2025-09-01,real_engine,0,10.0,0,53059,6585336,0.0
HOS-01,M01,1,2025-09-01,real_engine,1,0.5,0,20460,6605796,0.0
MAN-01,M06,3,2025-09-01,real_engine,0,3.0,0,60387,6666183,0.0
DAV-02,M05,1,2025-09-01,real_engine,1,0.5,0,26834,6693017,0.0
BLR-02,M01,3,2025-09-01,real_engine,0,30.0,0,61380,6754397,0.0
MYS-01,M06,2,2025-09-01,real_engine,1,0.5,0,40258,6794655,0.0
BLR-07,F06,1,2025-09-01,real_engine,1,0.5,0,53059,6847714,0.0
BLR-03,F01,1,2025-09-01,real_engine,0,1.0,0,61349,6909063,0.0
HUB-01,F07,1,2025-09-01,real_engine,0,10.0,1,0,7008844,24945.25
TUM-02,M01,1,2025-09-01,real_engine,0,10.0,0,20460,7029304,0.0
UDU-01,F06,1,2025-09-01,real_engine,0,10.0,0,53059,7082363,0.0
BLR-05,M07,2,2025-09-01,real_engine,0,20.0,0,47816,7130179,0.0
BLR-04,F01,1,2025-09-01,real_engine,0,10.0,0,61349,7191528,0.0
BLR-05,F03,1,2025-09-01,real_engine,0,10.0,1,0,7247058,13882.5
MAN-02,F06,1,2025-09-01,real_engine,0,10.0,0,53059,7300117,0.0
BEL-01,F07,1,2025-09-01,real_engine,0,10.0,0,99781,7399898,0.0
MAN-01,M01,2,2025-09-01,real_engine,0,2.0,0,40920,7440818,0.0
DAV-01,M06,2,2025-09-01,real_engine,0,20.0,0,40258,7481076,0.0
HOS-01,M05,1,2025-09-01,real_engine,1,0.3333333333333333,0,26834,7507910,0.0
HUB-02,F06,1,2025-09-01,real_engine,0,10.0,0,53059,7560969,0.0
BLR-06,F07,1,2025-09-01,real_engine,0,10.0,0,99781,7660750,0.0
HUB-01,M07,2,2025-09-01,real_engine,1,0.5,0,47816,7708566,0.0
SHI-01,F06,1,2025-09-01,real_engine,0,10.0,1,0,7761625,13264.75
BLR-02,M05,3,2025-09-01,real_engine,0,3.0,0,80502,7842127,0.0
BLR-07,M06,2,2025-09-01,real_engine,1,0.3333333333333333,0,40258,7882385,0.0
BLR-05,M04,2,2025-09-01,real_engine,1,0.6666666666666666,0,42778,7925163,0.0
HUB-01,F03,1,2025-09-01,real_engine,0,10.0,1,0,7980693,13882.5
BLR-03,M01,3,2025-09-01,real_engine,0,1.5,0,61380,8042073,0.0
MYS-01,F07,1,2025-09-01,real_engine,0,10.0,1,0,8141854,24945.25
TUM-01,F06,1,2025-09-01,real_engine,0,1.0,0,53059,8194913,0.0
TUM-02,M05,1,2025-09-01,real_engine,0,1.0,0,26834,8221747,0.0
BLR-08,M01,2,2025-09-01,real_engine,0,2.0,0,40920,8262667,0.0
UDU-01,M06,2,2025-09-01,real_engine,0,2.0,0,40258,8302925,0.0
BEL-01,M07,2,2025-09-01,real_engine,0,2.0,0,47816,8350741,0.0
BLR-01,F01,1,2025-09-01,real_engine,0,10.0,0,61349,8412090,0.0
BLR-04,M01,3,2025-09-01,real_engine,0,30.0,0,61380,8473470,0.0
BEL-01,F03,1,2025-09-01,real_engine,0,10.0,0,55530,8529000,0.0
MAN-02,M06,2,2025-09-01,real_engine,0,1.0,0,40258,8569258,0.0
BLR-06,M07,2,2025-09-01,real_engine,1,0.5,0,47816,8617074,0.0
MAN-01,M05,2,2025-09-01,real_engine,1,0.5,0,53668,8670742,0.0
BEL-02,F06,1,2025-09-01,real_engine,0,10.0,0,53059,8723801,0.0
HUB-01,M04,2,2025-09-01,real_engine,1,0.4,0,42778,8766579,0.0
BLR-06,F03,1,2025-09-01,real_engine,0,1.0,0,55530,8822109,0.0
HUB-02,M06,2,2025-09-01,real_engine,0,2.0,0,40258,8862367,0.0
DAV-01,F07,1,2025-09-01,real_engine,0,10.0,0,99781,8962148,0.0
MAN-01,M07,3,2025-09-01,real_engine,0,1.0,0,71724,9033872,0.0
KOL-01,M01,1,2025-09-01,real_engine,1,0.25,0,20460,9054332,0.0
MYS-01,M07,2,2025-09-01,real_engine,0,1.0,0,47816,9102148,0.0
SHI-01,M06,2,2025-09-01,real_engine,1,0.6666666666666666,0,40258,9142406,0.0
BEL-01,M04,2,2025-09-01,real_engine,0,2.0,0,42778,9185184,0.0
MYS-01,F03,1,2025-09-01,real_engine,0,10.0,1,0,9240714,13882.5
MYS-02,F06,1,2025-09-01,real_engine,0,10.0,0,53059,9293773,0.0
BLR-03,M05,3,2025-09-01,real_engine,0,1.5,0,80502,9374275,0.0
TUM-01,M06,2,2025-09-01,real_engine,0,2.0,0,40258,9414533,0.0
BLR-07,F07,1,2025-09-01,real_engine,0,1.0,0,99781,9514314,0.0
BLR-08,M05,2,2025-09-01,real_engine,0,2.0,0,53668,9567982,0.0
KAL-01,F06,1,2025-09-01,real_engine,0,1.0,0,53059,9621041,0.0
BLR-01,M01,3,2025-09-01,real_engine,0,30.0,0,61380,9682421,0.0
UDU-01,F07,1,2025-09-01,real_engine,0,10.0,1,0,9782202,24945.25
BLR-04,M05,3,2025-09-01,real_engine,0,30.0,0,80502,9862704,0.0
DAV-01,M07,2,2025-09-01,real_engine,0,2.0,0,47816,9910520,0.0
BLR-02,B01,4,2025-09-01,real_engine,0,40.0,1,0,9936280,6440.0
BEL-02,M06,2,2025-09-01,real_engine,0,2.0,0,40258,9976538,0.0
BLR-05,F05,1,2025-09-01,real_engine,0,1.0,0,89165,10065703,0.0
MAN-02,F07,1,2025-09-01,real_engine,0,10.0,1,0,10165484,24945.25
BLR-08,B08,3,2025-09-01,real_engine,1,0.75,0,29052,10194536,0.0
DAV-01,F03,1,2025-09-01,real_engine,0,10.0,1,0,10250066,13882.5
DAV-01,B08,2,2025-09-01,real_engine,1,0.4,0,19368,10269434,0.0
BLR-02,B05,4,2025-09-01,real_engine,0,2.0,0,40508,10309942,0.0
KOL-01,M05,1,2025-09-01,real_engine,1,0.5,0,26834,10336776,0.0
DAV-02,F06,1,2025-09-01,real_engine,0,10.0,0,53059,10389835,0.0
HUB-02,F07,1,2025-09-01,real_engine,0,10.0,0,99781,10489616,0.0
BLR-07,M07,2,2025-09-01,real_engine,0,2.0,0,47816,10537432,0.0
SHI-01,F07,1,2025-09-01,real_engine,0,10.0,1,0,10637213,24945.25
MYS-02,M06,2,2025-09-01,real_engine,0,1.0,0,40258,10677471,0.0
BLR-07,F03,1,2025-09-01,real_engine,0,10.0,0,55530,10733001,0.0
BLR-07,B08,2,2025-09-01,real_engine,1,0.4,0,19368,10752369,0.0
UDU-01,M07,2,2025-09-01,real_engine,0,20.0,0,47816,10800185,0.0
HUB-01,F05,1,2025-09-01,real_engine,0,1.0,0,89165,10889350,0.0
BLR-05,F04,1,2025-09-01,real_engine,0,10.0,1,0,10943166,13454.0
TUM-01,F07,1,2025-09-01,real_engine,0,10.0,1,0,11042947,24945.25
UDU-01,F03,1,2025-09-01,real_engine,0,10.0,0,55530,11098477,0.0
KAL-01,M06,2,2025-09-01,real_engine,0,2.0,0,40258,11138735,0.0
UDU-01,B08,2,2025-09-01,real_engine,1,0.4,0,19368,11158103,0.0
BLR-01,M05,3,2025-09-01,real_engine,0,3.0,0,80502,11238605,0.0
MAN-02,M07,2,2025-09-01,real_engine,0,20.0,0,47816,11286421,0.0
BLR-02,B08,5,2025-09-01,real_engine,0,5.0,0,48420,11334841,0.0
BLR-05,M03,2,2025-09-01,real_engine,0,1.0,0,48746,11383587,0.0
MAN-02,F03,1,2025-09-01,real_engine,0,10.0,1,0,11439117,13882.5
HOS-01,F06,1,2025-09-01,real_engine,0,1.0,0,53059,11492176,0.0
BEL-01,F05,1,2025-09-01,real_engine,0,10.0,1,0,11581341,22291.25
MAN-02,B08,2,2025-09-01,real_engine,1,0.4,0,19368,11600709,0.0
BLR-05,M02,2,2025-09-01,real_engine,0,2.0,0,33096,11633805,0.0
HUB-02,M07,2,2025-09-01,real_engine,0,20.0,0,47816,11681621,0.0
HUB-02,F03,1,2025-09-01,real_engine,0,10.0,1,0,11737151,13882.5
BEL-02,F07,1,2025-09-01,real_engine,0,10.0,1,0,11836932,24945.25
BLR-03,B01,4,2025-09-01,real_engine,0,4.0,0,25760,11862692,0.0
BLR-06,F05,1,2025-09-01,real_engine,0,1.0,0,89165,11951857,0.0
HUB-01,F04,1,2025-09-01,real_engine,0,10.0,1,0,12005673,13454.0
HUB-02,B08,2,2025-09-01,real_engine,1,0.5,0,19368,12025041,0.0
DAV-02,M06,2,2025-09-01,real_engine,0,2.0,0,40258,12065299,0.0
SHI-01,M07,2,2025-09-01,real_engine,0,2.0,0,47816,12113115,0.0
BLR-02,B04,4,2025-09-01,real_engine,0,4.0,0,35144,12148259,0.0
BLR-03,B05,4,2025-09-01,real_engine,0,1.0,0,40508,12188767,0.0
SHI-01,F03,1,2025-09-01,real_engine,0,10.0,1,0,12244297,13882.5
BLR-02,B03,4,2025-09-01,real_engine,0,40.0,0,29604,12273901,0.0
SHI-01,B08,2,2025-09-01,real_engine,0,2.0,0,19368,12293269,0.0
TUM-01,M07,2,2025-09-01,real_engine,0,2.0,0,47816,12341085,0.0
BLR-04,B01,4,2025-09-01,real_engine,0,40.0,0,25760,12366845,0.0
BLR-05,B01,2,2025-09-01,real_engine,0,20.0,0,12880,12379725,0.0
HUB-01,M03,2,2025-09-01,real_engine,0,2.0,0,48746,12428471,0.0
TUM-02,F06,1,2025-09-01,real_engine,0,10.0,0,53059,12481530,0.0
HUB-01,M02,2,2025-09-01,real_engine,0,20.0,0,33096,12514626,0.0
MYS-01,F05,1,2025-09-01,real_engine,0,10.0,0,89165,12603791,0.0
BEL-01,F04,1,2025-09-01,real_engine,0,10.0,1,0,12657607,13454.0
TUM-01,F03,1,2025-09-01,real_engine,0,10.0,1,0,12713137,13882.5
BLR-04,B05,4,2025-09-01,real_engine,0,2.0,0,40508,12753645,0.0
BLR-05,B05,2,2025-09-01,real_engine,1,0.4,0,20254,12773899,0.0
MYS-02,F07,1,2025-09-01,real_engine,0,10.0,0,99781,12873680,0.0
TUM-01,B08,2,2025-09-01,real_engine,1,0.5,0,19368,12893048,0.0
BLR-06,F04,1,2025-09-01,real_engine,0,1.0,0,53816,12946864,0.0
KAL-01,F07,1,2025-09-01,real_engine,0,10.0,1,0,13046645,24945.25
BEL-01,M03,2,2025-09-01,real_engine,0,20.0,0,48746,13095391,0.0
BEL-02,M07,2,2025-09-01,real_engine,0,20.0,0,47816,13143207,0.0
TUM-01,B09,2,2025-09-01,real_engine,1,0.6666666666666666,0,24170,13167377,0.0
BEL-01,M02,2,2025-09-01,real_engine,0,2.0,0,33096,13200473,0.0
HOS-01,M06,2,2025-09-01,real_engine,1,0.3333333333333333,0,40258,13240731,0.0
BLR-03,B08,5,2025-09-01,real_engine,0,5.0,0,48420,13289151,0.0
HUB-01,B01,2,2025-09-01,real_engine,0,20.0,0,12880,13302031,0.0
BEL-02,F03,1,2025-09-01,real_engine,0,10.0,0,55530,13357561,0.0
BEL-02,B08,2,2025-09-01,real_engine,1,0.3333333333333333,0,19368,13376929,0.0
HUB-01,B05,2,2025-09-01,real_engine,1,0.3333333333333333,0,20254,13397183,0.0
MYS-01,F04,1,2025-09-01,real_engine,0,10.0,1,0,13450999,13454.0
DAV-01,F05,1,2025-09-01,real_engine,0,10.0,1,0,13540164,22291.25
BLR-04,B08,5,2025-09-01,real_engine,0,1.6666666666666667,0,48420,13588584,0.0
BLR-03,B09,5,2025-09-01,real_engine,0,5.0,0,60425,13649009,0.0
DAV-02,F07,1,2025-09-01,real_engine,0,10.0,1,0,13748790,24945.25
MYS-02,M07,2,2025-09-01,real_engine,1,0.6666666666666666,0,47816,13796606,0.0
BLR-01,B01,4,2025-09-01,real_engine,0,4.0,0,25760,13822366,0.0
BEL-02,B09,2,2025-09-01,real_engine,1,0.3333333333333333,0,24170,13846536,0.0
BLR-05,F02,1,2025-09-01,real_engine,0,10.0,0,66229,13912765,0.0
BEL-01,B01,2,2025-09-01,real_engine,1,0.5,0,12880,13925645,0.0
BLR-03,B04,4,2025-09-01,real_engine,0,2.0,0,35144,13960789,0.0
TUM-02,M06,2,2025-09-01,real_engine,0,20.0,0,40258,14001047,0.0
MYS-02,F03,1,2025-09-01,real_engine,0,10.0,1,0,14056577,13882.5
BLR-03,B03,4,2025-09-01,real_engine,0,40.0,0,29604,14086181,0.0
BLR-01,B05,4,2025-09-01,real_engine,0,2.0,0,40508,14126689,0.0
BEL-01,B05,2,2025-09-01,real_engine,1,0.4,0,20254,14146943,0.0
MYS-02,B08,2,2025-09-01,real_engine,1,0.3333333333333333,0,19368,14166311,0.0
BLR-04,B09,5,2025-09-01,real_engine,0,2.5,0,60425,14226736,0.0
BLR-07,F05,1,2025-09-01,real_engine,0,10.0,0,89165,14315901,0.0
KAL-01,M07,2,2025-09-01,real_engine,0,20.0,0,47816,14363717,0.0
BLR-06,B01,2,2025-09-01,real_engine,1,0.3333333333333333,0,12880,14376597,0.0
BLR-04,B04,4,2025-09-01,real_engine,0,1.3333333333333333,0,35144,14411741,0.0
BLR-05,B04,2,2025-09-01,real_engine,1,0.2222222222222222,0,17572,14429313,0.0
KAL-01,F03,1,2025-09-01,real_engine,0,10.0,1,0,14484843,13882.5
BLR-06,B05,2,2025-09-01,real_engine,0,2.0,0,20254,14505097,0.0
DAV-01,F04,1,2025-09-01,real_engine,0,10.0,1,0,14558913,13454.0
KAL-01,B08,2,2025-09-01,real_engine,1,0.6666666666666666,0,19368,14578281,0.0
UDU-01,F05,1,2025-09-01,real_engine,0,10.0,0,89165,14667446,0.0
BLR-04,B03,4,2025-09-01,real_engine,0,40.0,0,7401,14697050,5550.75
BLR-05,B03,2,2025-09-01,real_engine,0,1.0,0,14802,14711852,0.0
MYS-02,B09,2,2025-09-01,real_engine,0,1.0,0,24170,14736022,0.0
MAN-01,B01,3,2025-09-01,real_engine,0,3.0,0,19320,14755342,0.0
HUB-01,F02,1,2025-09-01,real_engine,0,10.0,0,66229,14821571,0.0
MYS-01,B01,2,2025-09-01,real_engine,1,0.6666666666666666,0,12880,14834451,0.0
MAN-01,B05,3,2025-09-01,real_engine,0,30.0,0,30381,14864832,0.0
MAN-02,F05,1,2025-09-01,real_engine,0,10.0,0,89165,14953997,0.0
HOS-01,F07,1,2025-09-01,real_engine,0,10.0,0,99781,15053778,0.0
DAV-02,M07,2,2025-09-01,real_engine,0,1.0,0,47816,15101594,0.0
KAL-01,B09,2,2025-09-01,real_engine,1,0.6666666666666666,0,24170,15125764,0.0
KOL-01,F06,1,2025-09-01,real_engine,0,10.0,1,0,15178823,13264.75
MYS-01,B05,2,2025-09-01,real_engine,1,0.4,0,20254,15199077,0.0
BLR-01,B08,5,2025-09-01,real_engine,0,2.5,0,48420,15247497,0.0
BLR-07,F04,1,2025-09-01,real_engine,0,10.0,1,0,15301313,13454.0
DAV-02,F03,1,2025-09-01,real_engine,0,10.0,1,0,15356843,13882.5
